Flight_No.,Booking_Code,Departure_Timestamp,Arrival_Timestamp,Passenger_Name,Seat_No.,Class,Fare,Extras,Loyalty_Points,Status,Gate,Terminal,Baggage_Claim,Duration_Hours,Layovers,Layover_Locations,Aircraft_Type,Pilot,Cabin_Crew,Inflight_Entertainment,Meal_Option,Wifi_Available,Window_Seat,Aisle_Seat,Emergency_Exit_Row,Number_of_Stops,Reward_Program_Member,Airline_Name
7405,BFGM,2023-05-03 15:42:11,2023-05-04 20:54:09,Name_ONDTX,SeatKAP,Business,184.03,Extra Baggage,0,Confirmed,GateMI,A,ClaimVRA,29.2,1,LOCINS,TypeRVZ,Pilot_OTME,Crew_VGTE,False,Vegetarian,Available,False,True,False,1,True,Frontier Airlines
1490,BWHU,2023-01-06 17:52:02,2023-07-11 15:56:36,Name_MEHAZ,SeatLBC,First,896.33,Extra Baggage,0,Confirmed,GateJJ,B,ClaimDMB,4462.1,2,LOCEQL,TypePKA,Pilot_USMF,Crew_DDJU,False,Vegetarian,Not Available,False,True,False,2,False,JetBlue Airways
2054,BMZK,2023-06-16 16:55:26,2023-11-22 05:47:15,Name_MEHXG,SeatHTA,Economy,134.27,Extra Baggage,0,Pending,GateIH,D,ClaimCAC,3804.9,1,LOCUJB,TypeWQW,Pilot_LREW,Crew_ZTAA,True,Vegetarian,Available,False,True,False,1,True,JetBlue Airways
1701,BJXD,2023-02-05 18:23:27,2023-09-18 12:28:59,Name_SJJGS,SeatEFU,Business,935.4,Extra Baggage,0,Pending,GateYT,A,ClaimDTD,5394.1,0,LOCYBX,TypeOES,Pilot_FQFP,Crew_XSSV,False,Non-Vegetarian,Available,True,False,False,0,True,Hawaiian Airlines
3934,BJQH,2023-08-14 17:04:08,2023-12-15 02:48:06,Name_VNYHD,SeatBXT,Business,999.64,Meal,0,Cancelled,GateSV,B,ClaimXPB,2937.7,2,LOCEMQ,TypeGVW,Pilot_EXKO,Crew_YTDI,True,Non-Vegetarian,Not Available,True,False,False,2,False,United Airlines
6387,BTET,2023-05-10 09:31:23,2023-08-02 21:40:48,Name_OEDLF,SeatXKH,Economy,273.67,Extra Baggage,0,Confirmed,GateHR,D,ClaimZFL,2028.2,0,LOCNAG,TypeRDN,Pilot_TJVL,Crew_HHOW,False,No Meal,Not Available,True,False,True,0,False,Singapore Airlines
7037,BOWJ,2023-01-04 12:03:57,2023-08-06 18:21:59,Name_HFEIW,SeatEBJ,Economy,138.11,Meal,2548,Pending,GateMK,B,ClaimPZF,5142.3,1,LOCLON,TypeHPE,Pilot_TPSH,Crew_GZYV,False,Vegetarian,Available,False,True,True,1,True,Hawaiian Airlines
5695,BSRZ,2023-10-11 09:30:19,2023-11-05 08:51:00,Name_ZSJKR,SeatKGB,Economy,80.06,Extra Baggage,0,Pending,GateVD,A,ClaimETR,599.3,1,LOCDJW,TypeGQW,Pilot_ZCEB,Crew_IZRB,False,Vegetarian,Available,False,True,True,1,True,Emirates
9271,BLBG,2023-10-29 07:23:42,2023-11-17 19:39:33,Name_UEKVQ,SeatECL,Economy,188.42,No Extras,0,Confirmed,GateQK,A,ClaimTBN,468.3,0,LOCUSX,TypeHQR,Pilot_BPDR,Crew_RKUU,False,Vegan,Not Available,False,True,True,0,True,KLM Royal Dutch Airlines
9843,BKOL,2023-03-13 13:41:11,2023-03-19 15:36:30,Name_UWKPI,SeatCAA,Economy,919.46,Extra Baggage,0,Pending,GateBI,D,ClaimMGQ,145.9,0,LOCASJ,TypeXZK,Pilot_GNIB,Crew_ZJQS,False,No Meal,Not Available,False,True,True,0,False,American Airline
1416,BJMV,2023-02-13 15:19:55,2023-08-05 14:33:56,Name_SWGWT,SeatDIU,Economy,743.53,Extra Baggage,0,Confirmed,GateBC,C,ClaimTRP,4151.2,0,LOCWQD,TypeMEP,Pilot_WZKT,Crew_DWRU,True,No Meal,Not Available,False,True,False,0,False,Delta Air Lines
6566,BBXO,2023-04-05 07:23:16,2023-07-03 11:17:56,Name_CQFTO,SeatLYL,Business,137.51,No Extras,0,Cancelled,GateKH,C,ClaimDYB,2139.9,0,LOCBKD,TypeAEE,Pilot_GWDO,Crew_PAGQ,False,Vegetarian,Available,True,False,True,0,False,Lufthansa
6173,BVHF,2023-03-27 06:32:02,2023-12-09 14:33:26,Name_NXFPV,SeatJVF,First,963.33,Extra Baggage,0,Pending,GateZH,D,ClaimGXI,6176.0,2,LOCLZI,TypeTRN,Pilot_ZSDJ,Crew_RKOG,True,Vegetarian,Not Available,False,True,True,2,True,Lufthansa
6999,BDHT,2023-01-08 17:31:49,2023-06-24 11:58:05,Name_HOUHA,SeatSKM,Economy,672.21,Meal,0,Cancelled,GateYK,C,ClaimLBD,4002.4,1,LOCCKO,TypeAAE,Pilot_RSWL,Crew_CNLK,True,Vegetarian,Not Available,False,True,False,1,False,American Airline
4866,BVET,2023-04-21 07:09:11,2023-11-26 08:22:53,Name_ZBXQE,SeatTGT,First,933.21,No Extras,4129,Pending,GateLN,A,ClaimJMH,5257.2,0,LOCDSB,TypeVMH,Pilot_ARCV,Crew_ZUKK,True,Vegetarian,Available,True,False,True,0,True,KLM Royal Dutch Airlines
9937,BWHN,2023-08-11 22:43:11,2023-10-24 02:37:54,Name_LEBNL,SeatRDN,Business,727.72,Extra Baggage,0,Confirmed,GateUU,D,ClaimSCT,1755.9,0,LOCVNN,TypeMVD,Pilot_YPBR,Crew_SCKA,False,Vegan,Not Available,False,True,False,0,False,Air France
3002,BVQW,2023-02-21 01:14:19,2023-09-08 00:08:54,Name_BQDMF,SeatODZ,Economy,406.82,Meal,0,Cancelled,GateFY,A,ClaimASP,4774.9,2,LOCWCG,TypeSTK,Pilot_UZNP,Crew_TBSY,False,Vegetarian,Available,False,True,False,2,True,Air France
1239,BTBS,2023-07-22 03:20:40,2023-08-21 18:45:04,Name_CZDHB,SeatXOZ,First,114.04,No Extras,0,Cancelled,GateRQ,D,ClaimOAL,735.4,2,LOCJIZ,TypeEPX,Pilot_VDDD,Crew_DJWJ,False,Vegan,Not Available,True,False,False,2,True,Air Canada
2944,BZDN,2023-01-09 11:15:29,2023-05-04 09:48:19,Name_IJVMY,SeatZHL,First,65.57,Meal,0,Cancelled,GateKK,A,ClaimMJY,2758.5,1,LOCZBL,TypeAXO,Pilot_KBLR,Crew_HWLL,False,Vegetarian,Available,False,True,False,1,False,KLM Royal Dutch Airlines
7561,BGYP,2023-03-01 01:17:46,2023-08-23 14:11:21,Name_QDWJY,SeatCTW,Economy,629.28,Extra Baggage,0,Pending,GateOW,D,ClaimMHK,4212.9,0,LOCQGG,TypeUXV,Pilot_DIVO,Crew_XWPC,True,Vegan,Available,False,True,True,0,False,Lufthansa
6867,BJKV,2023-02-27 20:41:31,2023-10-31 10:24:01,Name_LQACF,SeatUPB,Business,527.6,Extra Baggage,0,Pending,GateCU,C,ClaimQAU,5893.7,1,LOCLWD,TypePYO,Pilot_ENAW,Crew_BNCB,True,Vegetarian,Not Available,True,False,True,1,False,Air France
4194,BZEY,2023-08-19 15:07:08,2023-10-05 18:48:18,Name_ELKUI,SeatDHN,First,600.9,No Extras,0,Confirmed,GateEB,C,ClaimYNS,1131.7,2,LOCMBK,TypeFWP,Pilot_CJUS,Crew_KSRK,False,Non-Vegetarian,Available,True,False,False,2,False,Air France
8733,BLXX,2023-05-09 10:12:46,2023-12-04 15:14:37,Name_ONSMU,SeatRWR,Economy,965.64,No Extras,0,Confirmed,GateCN,A,ClaimBYP,5021.0,0,LOCLFM,TypeZMK,Pilot_YFLA,Crew_UZAJ,True,Vegetarian,Available,False,True,False,0,False,Singapore Airlines
7359,BXOX,2023-05-10 07:53:07,2023-09-02 06:38:05,Name_GKBWA,SeatEPZ,Economy,908.25,Extra Baggage,0,Cancelled,GateIZ,A,ClaimNXS,2758.7,2,LOCBLN,TypeHOT,Pilot_UVSA,Crew_XHTZ,False,Non-Vegetarian,Not Available,True,False,True,2,False,Frontier Airlines
8587,BXJZ,2023-01-12 08:38:04,2023-03-23 10:07:40,Name_GBWSN,SeatZRS,First,389.05,Extra Baggage,0,Confirmed,GateRZ,A,ClaimYEF,1681.5,1,LOCTZM,TypeXFM,Pilot_BNZC,Crew_TLTO,True,No Meal,Not Available,True,False,True,1,True,Delta Air Lines
5804,BWBR,2023-07-23 07:20:15,2023-09-12 00:15:01,Name_KEKNI,SeatCTT,Economy,352.55,No Extras,0,Pending,GatePC,A,ClaimTHB,1216.9,0,LOCNXE,TypeXJO,Pilot_RYKB,Crew_AVOT,True,Non-Vegetarian,Available,True,False,False,0,False,Delta Air Lines
2353,BKEF,2023-08-29 08:35:05,2023-12-11 11:28:10,Name_AFGMJ,SeatKMB,Economy,319.85,Extra Baggage,0,Confirmed,GateBT,A,ClaimIPI,2498.9,1,LOCMIL,TypeEEI,Pilot_NRFF,Crew_XKFL,False,Vegan,Not Available,False,True,True,1,True,Allegiant Air
3880,BMYQ,2023-05-19 15:13:35,2023-11-09 10:45:33,Name_YTIQD,SeatMTG,First,943.58,Meal,0,Cancelled,GateXF,B,ClaimEGL,4171.5,0,LOCEBA,TypeXOC,Pilot_MDIX,Crew_CQAC,True,Vegetarian,Not Available,False,True,True,0,True,United Airlines
1679,BPWW,2023-01-08 08:36:39,2023-11-25 16:41:56,Name_NFWAK,SeatAVH,First,912.83,Meal,0,Confirmed,GatePD,A,ClaimXQV,7712.1,2,LOCZNR,TypeXIG,Pilot_GFPP,Crew_WATG,True,Vegan,Not Available,False,True,False,2,True,Qantas
9678,BXAM,2023-01-30 15:43:04,2023-07-27 12:47:18,Name_KQYGI,SeatFHW,Business,940.14,Meal,0,Confirmed,GateDZ,D,ClaimPJK,4269.1,1,LOCQNH,TypeOWM,Pilot_DCNV,Crew_NWBB,False,Vegan,Not Available,True,False,False,1,False,Frontier Airlines
4620,BJMT,2023-01-04 00:28:13,2023-11-24 13:48:45,Name_PUIEF,SeatCNW,First,270.17,No Extras,0,Cancelled,GateLL,B,ClaimRBQ,7789.3,0,LOCLZF,TypePPP,Pilot_KUIA,Crew_CFUH,False,Vegetarian,Available,True,False,True,0,False,Southwest Airlines
5314,BZUR,2023-05-08 15:27:27,2023-07-23 10:48:34,Name_HIZMC,SeatECJ,First,496.34,Extra Baggage,0,Pending,GateIK,C,ClaimPWX,1819.4,1,LOCALT,TypeODF,Pilot_AXOJ,Crew_KFAR,True,No Meal,Available,False,True,True,1,False,Lufthansa
7864,BRDC,2023-06-07 11:11:58,2023-11-02 09:41:37,Name_REVXT,SeatGLS,Business,387.32,Meal,0,Pending,GateKR,D,ClaimMGC,3550.5,0,LOCFXS,TypeRFY,Pilot_VXBS,Crew_WYIW,True,Vegetarian,Available,False,True,True,0,False,Allegiant Air
2484,BPGG,2023-11-17 10:12:59,2023-11-26 11:42:11,Name_AMTZX,SeatOBW,Business,356.72,No Extras,0,Cancelled,GateLM,B,ClaimFPZ,217.5,0,LOCPQJ,TypeFFB,Pilot_SAQH,Crew_HXQG,False,No Meal,Not Available,False,True,False,0,True,American Airline
1690,BBPE,2023-04-01 00:22:45,2023-04-18 12:05:13,Name_RJXTR,SeatAAN,First,141.6,Meal,0,Cancelled,GateKX,D,ClaimUCY,419.7,0,LOCMJI,TypeYAA,Pilot_KRXP,Crew_GCYZ,True,Non-Vegetarian,Available,False,True,True,0,False,Southwest Airlines
9083,BUHH,2023-07-06 12:32:19,2023-12-14 02:19:47,Name_DAZGO,SeatUBO,First,848.33,Meal,0,Cancelled,GateBZ,A,ClaimIPJ,3853.8,0,LOCHXQ,TypeRHP,Pilot_YZQZ,Crew_YVBE,False,Vegetarian,Not Available,False,True,False,0,False,American Airline
7125,BKTJ,2023-01-02 11:46:21,2023-07-07 19:55:39,Name_NCTSH,SeatQHM,Business,332.27,No Extras,0,Cancelled,GateRN,B,ClaimEZN,4472.2,1,LOCCXT,TypeYLW,Pilot_UFYL,Crew_GOYX,True,No Meal,Not Available,False,True,False,1,False,Qantas
7668,BAFG,2023-04-24 02:53:43,2023-10-12 09:08:38,Name_SWRZY,SeatQPY,First,383.67,Extra Baggage,0,Confirmed,GateEP,C,ClaimZVO,4110.2,1,LOCDUV,TypeWWT,Pilot_VEZG,Crew_GOLD,False,No Meal,Not Available,False,True,True,1,False,Qantas
3347,BQXP,2023-04-29 00:36:56,2023-06-15 01:26:20,Name_NFSLO,SeatKHA,Business,625.64,Meal,1250,Confirmed,GateID,C,ClaimJKA,1128.8,0,LOCXKD,TypeAXJ,Pilot_KZQJ,Crew_YEZA,False,Non-Vegetarian,Not Available,True,False,False,0,True,Spirit Airlines
4708,BNYX,2023-03-20 08:25:42,2023-04-23 08:58:24,Name_XXVDS,SeatGCM,Business,929.84,Meal,0,Confirmed,GateQH,A,ClaimQBI,816.5,0,LOCNTP,TypePPQ,Pilot_LHNV,Crew_WMNW,True,Non-Vegetarian,Available,False,True,False,0,True,Air France
7376,BCIJ,2023-06-10 15:37:26,2023-08-10 19:57:52,Name_YEDIW,SeatFNM,Business,737.96,No Extras,0,Pending,GateMI,C,ClaimHFV,1468.3,2,LOCIBC,TypeAGP,Pilot_YBXC,Crew_ZDCR,True,Vegetarian,Available,True,False,False,2,True,British Airways
8930,BCLD,2023-03-16 04:19:33,2023-09-06 14:34:36,Name_SFHUB,SeatZBK,Business,660.77,Meal,0,Cancelled,GateQS,C,ClaimHUA,4186.3,2,LOCWTH,TypeUKA,Pilot_BAXE,Crew_WEQI,False,Non-Vegetarian,Not Available,True,False,False,2,False,Delta Air Lines
1637,BLVW,2023-01-01 06:41:34,2023-07-10 13:55:06,Name_HKBNQ,SeatAUW,Economy,140.91,Extra Baggage,0,Cancelled,GateEL,C,ClaimBOH,4567.2,0,LOCGSQ,TypeWRQ,Pilot_TXGE,Crew_WVOV,False,Vegan,Available,False,True,False,0,False,Singapore Airlines
6866,BMXG,2023-06-03 12:24:09,2023-06-03 20:48:27,Name_EEAFG,SeatHUG,Economy,642.48,Meal,0,Pending,GateXX,C,ClaimAVP,8.4,2,LOCCYU,TypeUGT,Pilot_SANP,Crew_FSZS,False,Vegan,Available,False,True,True,2,True,British Airways
7793,BSRR,2023-07-20 20:15:36,2023-08-17 10:06:03,Name_YNNPI,SeatNRK,Economy,302.95,Meal,0,Cancelled,GateCK,D,ClaimVTU,661.8,0,LOCJVU,TypeVYL,Pilot_LBJJ,Crew_BVZQ,True,Vegetarian,Not Available,False,True,True,0,False,SkyWest Airlines
4008,BIGG,2023-11-17 05:45:51,2023-11-18 12:11:48,Name_RXIDG,SeatQQJ,Business,657.47,No Extras,0,Cancelled,GateSG,D,ClaimVUB,30.4,0,LOCTNM,TypeXXA,Pilot_OQFX,Crew_JVRI,True,Vegetarian,Available,True,False,True,0,False,Air France
8216,BUMF,2023-01-24 15:16:48,2023-09-27 07:43:37,Name_EQJXB,SeatACE,Business,361.03,Meal,0,Confirmed,GateRE,A,ClaimVLT,5896.4,1,LOCVFS,TypeEEB,Pilot_QILG,Crew_JNVE,False,Vegetarian,Not Available,False,True,True,1,False,Allegiant Air
8372,BGMY,2023-02-02 15:25:12,2023-05-13 02:47:31,Name_CUGEJ,SeatXGR,Business,122.81,No Extras,962,Cancelled,GateFP,C,ClaimNDM,2387.4,1,LOCNGZ,TypeDHP,Pilot_YQPH,Crew_YCMI,True,No Meal,Available,True,False,True,1,True,Hawaiian Airlines
6600,BZTF,2023-02-01 15:02:33,2023-10-04 21:08:43,Name_DBQSV,SeatINV,Economy,852.38,Meal,0,Cancelled,GateSN,C,ClaimMVH,5886.1,1,LOCPZU,TypeULN,Pilot_RACP,Crew_LKDF,False,Vegan,Not Available,True,False,True,1,True,Hawaiian Airlines
2399,BQWT,2023-03-09 09:40:12,2023-05-05 00:12:17,Name_IYUSC,SeatMHP,Economy,576.99,No Extras,0,Pending,GateGZ,B,ClaimTUD,1358.5,0,LOCRPT,TypeIQM,Pilot_RTYT,Crew_TWBG,True,Vegan,Not Available,False,True,True,0,False,American Airline
9003,BRTH,2023-02-02 10:40:13,2023-10-15 21:15:20,Name_GLWLS,SeatTBH,Economy,317.09,Extra Baggage,0,Cancelled,GateLA,D,ClaimJPU,6130.6,2,LOCMTS,TypeJAS,Pilot_XAFY,Crew_IHBF,True,Non-Vegetarian,Available,False,True,True,2,False,Qantas
2505,BROA,2023-05-30 05:33:03,2023-06-25 05:20:02,Name_ZGHCE,SeatBTK,Economy,389.44,No Extras,0,Cancelled,GatePM,D,ClaimPOV,623.8,2,LOCODC,TypeTJL,Pilot_JPDK,Crew_VLTX,False,Vegetarian,Available,True,False,False,2,False,Air Canada
6842,BAGP,2023-06-27 03:38:06,2023-10-13 15:33:46,Name_ZMXWA,SeatRUX,Economy,637.04,Extra Baggage,0,Pending,GateGC,A,ClaimXAQ,2603.9,1,LOCGWQ,TypeETW,Pilot_IRZY,Crew_AWCX,False,Non-Vegetarian,Not Available,True,False,False,1,True,Allegiant Air
9441,BWTN,2023-01-31 06:30:25,2023-10-31 23:21:23,Name_RVOMH,SeatJCL,First,695.49,No Extras,2243,Pending,GateWV,D,ClaimTYI,6568.8,2,LOCOLO,TypeDOA,Pilot_VMZA,Crew_KGJQ,True,Vegan,Available,True,False,True,2,True,JetBlue Airways
6320,BULE,2023-01-01 01:23:30,2023-05-28 21:53:04,Name_EGZOG,SeatBPB,Economy,512.47,Meal,0,Cancelled,GateEE,B,ClaimQXY,3548.5,1,LOCPPU,TypeLNL,Pilot_FFAY,Crew_AICP,True,Vegetarian,Available,False,True,True,1,True,Emirates
9727,BGLS,2023-06-08 14:45:42,2023-11-08 23:36:36,Name_CQVUI,SeatFOS,Economy,549.5,Extra Baggage,0,Cancelled,GateNN,D,ClaimGAS,3680.8,0,LOCTSB,TypeCWD,Pilot_CBGC,Crew_SEYF,True,Vegan,Not Available,False,True,True,0,False,Air France
7443,BEGG,2023-08-01 20:23:04,2023-08-27 07:58:57,Name_AOUCF,SeatKUP,First,151.27,Meal,2450,Cancelled,GateKL,A,ClaimKIF,611.6,1,LOCIZC,TypeEMQ,Pilot_HNLL,Crew_EBGD,False,Vegan,Available,False,True,True,1,True,Alaska Airlines
4549,BMYT,2023-05-03 11:31:26,2023-12-15 12:29:34,Name_EDXYK,SeatNPB,Economy,189.59,No Extras,0,Pending,GateEI,C,ClaimVGF,5425.0,2,LOCPJY,TypeBCG,Pilot_QIZZ,Crew_WQGA,False,Vegetarian,Not Available,False,True,False,2,True,Spirit Airlines
7952,BQEN,2023-02-23 09:13:36,2023-10-01 13:09:06,Name_KNYQY,SeatPFP,Business,249.59,No Extras,0,Confirmed,GateNJ,B,ClaimTAM,5283.9,0,LOCHNX,TypeSER,Pilot_QCXX,Crew_WEGG,True,Vegetarian,Not Available,True,False,True,0,True,Qantas
9649,BKTS,2023-10-26 12:16:20,2023-12-09 22:42:06,Name_TTIAN,SeatSWH,Economy,553.8,Meal,0,Confirmed,GateHZ,A,ClaimTAM,1066.4,1,LOCLLQ,TypeIEE,Pilot_VJTW,Crew_LYYN,False,Vegetarian,Available,True,False,False,1,False,Alaska Airlines
3738,BWYD,2023-04-20 04:00:36,2023-09-20 13:38:33,Name_EXUHE,SeatODU,First,448.84,No Extras,0,Confirmed,GateKG,B,ClaimDGD,3681.6,1,LOCMXJ,TypeXZA,Pilot_JYBF,Crew_GPLI,False,Vegetarian,Not Available,True,False,False,1,False,Frontier Airlines
4369,BVQQ,2023-06-14 16:29:59,2023-11-25 13:38:14,Name_BBXMS,SeatUNS,Economy,592.38,Meal,0,Cancelled,GateZC,A,ClaimEWS,3933.1,0,LOCJQB,TypeRAE,Pilot_QFSD,Crew_OKPA,False,Vegan,Not Available,True,False,True,0,False,Air Canada
5135,BCNU,2023-06-10 04:59:19,2023-06-24 06:36:58,Name_RONAT,SeatRSE,Economy,214.2,No Extras,0,Confirmed,GateBV,D,ClaimUCY,337.6,0,LOCZNP,TypeCQW,Pilot_RNZQ,Crew_MPJE,False,Vegetarian,Available,False,True,False,0,False,Lufthansa
8983,BFYY,2023-04-24 20:06:49,2023-12-22 19:48:10,Name_KSHAK,SeatXDU,First,969.61,Extra Baggage,0,Pending,GateSG,B,ClaimHYD,5807.7,2,LOCOUP,TypeETV,Pilot_FJOF,Crew_AFIE,False,Vegan,Available,True,False,False,2,True,Air Canada
4411,BJQB,2023-11-06 00:36:53,2023-11-27 20:03:53,Name_UJFMA,SeatXWZ,Business,634.43,No Extras,0,Cancelled,GateBM,A,ClaimJPI,523.4,1,LOCZVB,TypeEGO,Pilot_NUUZ,Crew_KMVD,True,No Meal,Available,False,True,False,1,True,Allegiant Air
6635,BLXU,2023-05-28 13:59:38,2023-07-12 01:09:21,Name_IRTWK,SeatZXT,Economy,171.67,Meal,0,Cancelled,GateQE,D,ClaimDNK,1067.2,2,LOCAVH,TypeJSN,Pilot_PLQG,Crew_CVNU,True,Vegetarian,Available,False,True,False,2,True,Air France
5069,BPPC,2023-04-20 02:47:23,2023-07-01 02:44:15,Name_YPCJB,SeatBBI,Business,401.75,Meal,3239,Cancelled,GateRQ,A,ClaimSBW,1727.9,1,LOCBOR,TypeSDY,Pilot_IDPT,Crew_ZKWI,False,Vegetarian,Available,True,False,True,1,True,Spirit Airlines
7251,BYRG,2023-01-23 20:34:51,2023-07-29 18:14:15,Name_HYRCF,SeatMOB,Economy,981.19,Extra Baggage,1981,Pending,GateDV,D,ClaimNST,4485.7,1,LOCHXR,TypeXEQ,Pilot_KGEK,Crew_FEXD,False,Vegetarian,Available,False,True,True,1,True,Hawaiian Airlines
4185,BJHR,2023-03-01 04:03:00,2023-03-26 13:24:39,Name_MSNVM,SeatAOU,Business,968.05,Meal,0,Confirmed,GatePV,D,ClaimHLE,609.4,0,LOCXDS,TypeAWG,Pilot_ELKM,Crew_LDBE,True,Vegetarian,Not Available,False,True,False,0,True,Allegiant Air
4238,BQCH,2023-01-15 01:32:24,2023-06-28 14:53:56,Name_OVSRL,SeatIPI,First,116.61,Extra Baggage,0,Pending,GateIV,D,ClaimNIH,3949.4,2,LOCIIX,TypeZIY,Pilot_IKOI,Crew_TLXU,True,Vegan,Available,False,True,True,2,False,Allegiant Air
9452,BTEY,2023-03-26 05:52:17,2023-09-03 03:29:34,Name_HNWYA,SeatFPT,Business,839.35,Meal,0,Pending,GateVH,D,ClaimPDW,3861.6,1,LOCXPM,TypeDVF,Pilot_CXSS,Crew_HLQN,False,Vegetarian,Available,False,True,True,1,True,KLM Royal Dutch Airlines
6737,BTLY,2023-04-07 19:45:24,2023-09-18 08:49:51,Name_AAQUR,SeatYRT,Economy,659.83,Extra Baggage,0,Cancelled,GateCB,C,ClaimIDR,3925.1,1,LOCDOM,TypeOMI,Pilot_FTLR,Crew_AOJU,True,Vegetarian,Available,True,False,True,1,True,Spirit Airlines
3573,BFWX,2023-07-29 10:57:06,2023-10-30 23:32:47,Name_TYOSX,SeatVQR,Business,225.82,No Extras,0,Cancelled,GateTN,D,ClaimRKD,2244.6,1,LOCZPP,TypeITT,Pilot_RJBH,Crew_SSOH,False,Non-Vegetarian,Available,False,True,True,1,False,JetBlue Airways
7853,BJJA,2023-03-09 14:09:02,2023-08-04 17:56:28,Name_IYBHH,SeatBOQ,Business,841.59,Meal,0,Pending,GateNA,C,ClaimOXN,3555.8,1,LOCCDJ,TypeQOU,Pilot_MCPG,Crew_AZPJ,False,Vegan,Not Available,False,True,False,1,False,United Airlines
1125,BIRC,2023-02-09 13:45:02,2023-12-08 20:52:53,Name_OKOSK,SeatIAM,First,657.67,Meal,0,Confirmed,GateMF,A,ClaimFNT,7255.1,1,LOCMYY,TypeRNO,Pilot_HOIE,Crew_OWJD,False,Non-Vegetarian,Available,True,False,False,1,False,Emirates
2306,BAJC,2023-03-14 01:20:27,2023-07-11 02:53:14,Name_AQKNL,SeatADA,First,157.59,Meal,875,Pending,GateWU,C,ClaimTDN,2857.5,0,LOCNKI,TypeMXD,Pilot_BHPF,Crew_NKWV,False,Vegan,Available,False,True,False,0,True,SkyWest Airlines
3101,BRGG,2023-01-22 10:48:26,2023-08-21 00:37:30,Name_LDOIY,SeatIHP,Economy,855.56,No Extras,0,Pending,GateME,C,ClaimXFF,5053.8,1,LOCKIX,TypeZQF,Pilot_ZGKD,Crew_ANHC,False,Non-Vegetarian,Available,False,True,True,1,True,Air France
1135,BVJM,2023-04-13 05:57:24,2023-12-08 21:26:24,Name_OBPWA,SeatLHW,Business,771.21,Meal,0,Cancelled,GateEQ,B,ClaimMAL,5751.5,0,LOCINA,TypeXHT,Pilot_UYZO,Crew_ZZAJ,True,Vegetarian,Not Available,False,True,True,0,False,JetBlue Airways
8311,BDLC,2023-06-19 13:02:44,2023-07-08 10:45:47,Name_POUNZ,SeatJYW,Business,56.95,Extra Baggage,0,Confirmed,GateAG,A,ClaimDCS,453.7,1,LOCNBA,TypeJVH,Pilot_TJDP,Crew_UWDV,True,No Meal,Not Available,True,False,True,1,False,Air Canada
2459,BWPK,2023-04-05 06:22:47,2023-08-21 04:22:18,Name_UXYCF,SeatJKX,Business,291.77,Meal,0,Cancelled,GateAN,B,ClaimDPZ,3310.0,0,LOCCYH,TypeWEP,Pilot_KWOK,Crew_RPXK,True,Vegetarian,Available,False,True,False,0,False,Southwest Airlines
5231,BCYZ,2023-03-12 21:57:55,2023-05-17 05:27:01,Name_KGVYN,SeatAPP,Business,305.93,Meal,0,Pending,GateIM,C,ClaimABY,1567.5,0,LOCCKT,TypeJCS,Pilot_NNPP,Crew_ILPU,True,Non-Vegetarian,Not Available,True,False,False,0,True,Air France
8656,BHGN,2023-10-26 06:50:23,2023-11-10 02:52:37,Name_JDADZ,SeatFSB,Economy,486.45,Extra Baggage,0,Cancelled,GateNQ,A,ClaimTLS,356.0,0,LOCTSC,TypeTJY,Pilot_XRJG,Crew_PBXF,True,Vegetarian,Available,True,False,True,0,False,Hawaiian Airlines
1812,BBJC,2023-07-18 22:32:10,2023-09-06 16:59:00,Name_VOFSR,SeatQQQ,Business,268.84,Extra Baggage,0,Pending,GateME,B,ClaimXJK,1194.4,2,LOCMMU,TypeDZE,Pilot_VVQM,Crew_VVKP,False,Non-Vegetarian,Available,False,True,True,2,False,Spirit Airlines
8900,BXKS,2023-01-22 15:16:39,2023-10-25 10:34:15,Name_XYZJD,SeatKCM,Business,836.33,Meal,0,Confirmed,GateXX,C,ClaimCND,6619.3,1,LOCVMP,TypeWNN,Pilot_JXLB,Crew_BBOC,True,Vegetarian,Available,False,True,True,1,True,Allegiant Air
8568,BHTE,2023-03-27 12:09:39,2023-12-24 12:47:25,Name_PSKJP,SeatDTP,First,716.76,No Extras,0,Confirmed,GateKA,C,ClaimFUI,6528.6,2,LOCOLF,TypeOQO,Pilot_UQWC,Crew_PIKJ,True,No Meal,Available,True,False,True,2,False,British Airways
1870,BIMK,2023-05-28 13:20:33,2023-12-16 13:01:36,Name_OQBNH,SeatVBU,First,78.63,Extra Baggage,0,Cancelled,GateED,A,ClaimPFC,4847.7,0,LOCETX,TypePMG,Pilot_JVMU,Crew_SJNH,False,Non-Vegetarian,Not Available,False,True,False,0,True,Frontier Airlines
9826,BZBL,2023-03-06 04:10:16,2023-08-31 16:24:32,Name_VVOAX,SeatPTF,Business,721.62,Extra Baggage,0,Confirmed,GateIS,D,ClaimHEQ,4284.2,1,LOCGBP,TypeFLR,Pilot_CAAI,Crew_SGBY,False,No Meal,Not Available,True,False,False,1,True,Air Canada
1668,BCOA,2023-09-09 01:16:57,2023-10-10 22:28:37,Name_FTSKF,SeatCDQ,Business,953.74,Extra Baggage,0,Confirmed,GateOK,D,ClaimPKO,765.2,2,LOCAGP,TypeCRD,Pilot_XASA,Crew_EGID,False,No Meal,Not Available,True,False,False,2,True,Singapore Airlines
